cooling_capacity,evap_temp,cond_temp,refrigerant,application,cop,pressure_ratio,safety_factor,mass_flow,displacement_required,heat_rejection,compressor_model,compressor_type,compressor_displacement,compressor_capacity,compressor_power,condenser_model,condenser_type,condenser_capacity,evaporator_count,evaporator_capacity_each
529.2417372472086,-12.852253117501377,44.69583350785289,R410A,hvac,2.3797113146214657,5.2219847795809375,1.1398553812526278,3.457886015484443,645.9034373832068,750.2581911143074,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,264.13467602367086
169.5684439335375,-34.93083708285873,43.278849222774895,R410A,ice_making,1.453074931923656,11.961555999534907,1.1710776246745493,1.1841347312795907,506.93775688355055,290.46222467057294,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,3,57.351608226742606
562.6917911095106,-30.883370451536486,49.21126518324603,R410A,process_cooling,1.3791260951795419,11.582555244873527,1.1714786565696451,4.091896104739339,1488.069254251902,960.4208747349222,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,3,185.57815457053866
801.5760642144634,-2.3267792909825005,25.79315907414006,R410A,hvac,6.16796241890514,2.2785727789798247,1.1556276855310512,4.1414365627736665,544.1291966981906,914.4130009898186,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,196.71088852907772
299.2968046063196,-11.063723127206284,49.40677586583442,R717,process_cooling,2.531562758668901,7.19363244484421,1.1256003492893296,0.28034296363331557,450.27852427547333,406.4065681868707,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,3,97.10939162129854
243.52717718642495,-13.745424217769045,31.0514674980105,R717,cold_storage,3.616826131988338,4.833924401279624,1.1027553544288449,0.22304202738622922,397.7836726473755,320.52894853700406,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,2,125.5513467460929
389.68663785003235,-27.439074319763204,34.49712215631852,R717,process_cooling,2.2925313535776595,9.854718734891538,1.1348859802784241,0.3448215052280696,1091.414887657498,539.7215169932095,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,125.26618246302105
785.3965428618876,-31.454809837904715,30.40612105093755,R717,hvac,2.2520550134766433,10.621443428630485,1.1578899427773275,0.7188040849675895,2729.180765883497,1145.463930411386,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,264.4120693478904
501.60362596621724,-4.654246795208962,47.194268373475936,R717,cold_storage,3.1396799195378855,5.254785353855,1.1253005480063822,0.45640148164068,575.950318227712,636.8493351852596,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,241.50454966520908
142.31516776888955,4.464982810587472,40.38023077405913,R717,ice_making,5.0040077802006735,3.1063946209022246,1.1721582522854275,0.12816922805432923,117.07608663282872,169.5431545753309,BITZER-N320VLD,screw,320,150.0,42.5,BAC-VXC-292,evaporative,250.0,2,70.65241215813057
117.24157611975414,-23.678675354642934,29.984575632418277,R410A,hvac,2.6424880544153924,5.4273026231758665,1.1118272945969094,0.6710608798362411,184.94994762693926,161.11039020175156,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-180,air_cooled,185.0,2,58.439763588827994
149.31596757652338,-18.790796573512615,32.36703777042452,R410A,process_cooling,2.837037403428733,4.78951211164996,1.1879630707868032,0.8836636044939192,203.54545106575765,205.91529122622183,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,38.06252856857004
399.61524057343416,-15.14882742647152,45.459492546918284,R410A,blast_freezing,2.1978303436177105,5.771733136643693,1.1629811063945232,2.6562285904247096,537.4928015446459,581.1966588057778,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,199.72473756807798
406.43175436705974,-24.523886913214646,35.57156105900735,R410A,hvac,2.2397474834893343,6.462631572358151,1.140042291290021,2.4113028578021156,685.9842691572566,572.5400695381494,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,98.95409954634357
54.23688242321628,-0.33125357760471275,49.92445042390203,R717,ice_making,3.3104427207858365,4.785841372231042,1.1132768335403511,0.05253527059205342,56.72194674622763,71.8079181757988,BITZER-4NES-20Y,screw,134,50.0,15.0,BAC-VXC-116,evaporative,105.0,3,18.382953168866155
434.82948135909663,-12.01204839997974,43.63213406354893,R717,cold_storage,2.800454895748085,6.416699457108759,1.104365829475668,0.4016767824364031,669.3180649583699,581.4713343922474,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,214.23543888887653
524.2024379128869,-10.905194054766561,36.628005579907125,R717,cold_storage,3.408509241597721,5.049012715771448,1.1754438382714203,0.47878687628760414,764.323451489628,682.7423532600715,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,4,131.96828526289625
475.6000987481085,2.6124288853830606,48.7839104809519,R410A,hvac,3.2365753101473578,3.4363784956884023,1.1356774851968987,3.0601944157384824,343.3983400594021,603.9155090154245,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,115.34186712158382
381.5812946184814,-15.26806360184629,29.018787207225294,R717,cold_storage,3.6432774460490807,4.853165316649917,1.1702682677629148,0.33388527710450994,632.5990635042108,482.35687468579863,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,189.23701446968383
660.667232415547,-2.46718125453706,25.534274711232953,R717,blast_freezing,6.466600651991807,2.6066020831528176,1.1288997017911415,0.5569322912171802,649.0678030373467,750.097077253902,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,324.81837953482085
106.02215838776479,8.348108873215985,44.063611149485794,R717,process_cooling,5.099827966828356,2.992831822657756,1.1466037825301847,0.09594985685796945,76.87159010718133,124.9102652179573,BITZER-6FE-35Y,screw,232,100.0,30.0,BAC-VXC-116,evaporative,105.0,4,26.108148761189938
94.70114503300161,-14.940657983205224,26.332924940606663,R410A,ice_making,3.7925338563558415,3.5578621907518113,1.1020433622210895,0.5211629418724447,104.69071034395168,121.28404042679404,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-120,air_cooled,125.0,2,47.98858425843265
268.75909995545675,-9.424035070446479,35.49487862646062,R410A,cold_storage,3.4067237792565916,3.7060169330220996,1.1864014156706355,1.6117319971994866,267.7705951053821,356.049656344734,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,68.81318705380531
345.5983954592899,-4.315074412342923,44.948888545684866,R410A,cold_storage,2.9798949342220324,3.9242211356780516,1.1801110167097228,2.2847075161306383,320.2556272758552,474.92363413813086,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,88.89823443210906
106.65766738281988,-25.027921471532608,47.13969976165734,R717,ice_making,1.9012897040687913,12.472686182182535,1.1456960466394532,0.10096086993988011,287.39151823137644,158.8742946652645,BITZER-6FE-35Y,screw,232,100.0,30.0,BAC-VXC-292,evaporative,250.0,3,34.704802748543045
225.95763020985348,-31.531055561230513,34.01719196094581,R717,blast_freezing,2.0911931166095035,11.850082490741457,1.117089081712186,0.21166115103149216,806.4769844633165,339.78222993907497,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,3,76.62092850997827
658.1842420251804,-35.371354791039835,40.704203703328275,R410A,process_cooling,1.5276604458351721,11.460941718565937,1.1329590167689254,4.353747516950234,1897.9215601175658,1079.0530192372105,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,326.07754320083205
83.99126468499084,-5.092251759580542,44.96192831641393,R410A,cold_storage,2.9136707193477993,4.027703643595359,1.181085850049824,0.5654585413866771,81.31037723984723,117.97581861578776,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-120,air_cooled,125.0,3,29.277091588430093
647.2556687884031,-33.55732368360775,30.760663274908275,R717,process_cooling,2.1209471670919067,11.919376200298464,1.1407733571212908,0.5773239677139022,2417.736205817307,933.2966742563315,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,211.41796932593104
736.2571012632179,-4.164653718879634,27.54572899424997,R410A,process_cooling,5.331595129727953,2.5340896326948337,1.11495205894728,4.0265586033769285,561.6448176094106,891.3333348079836,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,375.27892809458643
341.5705341864354,-37.73339032025481,42.5463224537575,R717,blast_freezing,1.5501028103163552,20.640970511430556,1.1665908000472698,0.33375534390607475,1708.1536256364175,568.0831271263773,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,115.10480391738385
106.46834052712227,-17.377559579862478,34.18360237882653,R410A,ice_making,2.807990930428039,4.7589081067086765,1.1385823307198917,0.6268584592146174,137.2574334570773,144.32115019511832,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-180,air_cooled,185.0,4,26.605399554567903
297.53332238347554,-11.69302148511581,35.52529982383281,R717,hvac,3.425150242846955,5.053973337701485,1.1357822966189484,0.2639224683658396,434.3579415300365,377.41470802897186,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,2,146.06307220291978
658.9601359855969,-19.201050051126167,31.14695241884979,R410A,blast_freezing,2.8997866768597436,4.714381584345807,1.1664462218561098,3.774112776192926,882.3086714239623,884.1983556694715,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,164.36710671160645
396.6341621965462,-18.975796465089452,31.206626603690857,R717,ice_making,3.0890746003824594,6.080492740332073,1.194065241375684,0.3571482116586575,786.6557243349685,528.5207430236126,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,133.08960768261213
750.9821152906196,-29.762812137889505,44.99945352314606,R717,cold_storage,1.7752019974048014,14.753604084904861,1.1985664315519937,0.7351304924236555,2583.044333770533,1189.2890156366216,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,253.58253057183003
100.04928165932095,-25.48040949775758,38.12024048967446,R717,hvac,2.2366904205345417,9.961941741143635,1.1423403082173798,0.09330871526562827,270.9027405265427,145.16472664806,BITZER-6FE-35Y,screw,232,100.0,30.0,BAC-VXC-116,evaporative,105.0,2,50.15749288738102
305.7396427343287,-5.116774540855019,42.90019688561618,R410A,cold_storage,3.097119978199592,3.8383736968183597,1.113597582272931,1.9491787688556765,280.50932338874725,410.3641002401463,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,155.10246953375193
721.2557696249453,-32.81383475772618,28.437940714309217,R410A,process_cooling,2.1627133956638978,7.551936613671394,1.138251463040525,4.074481510412942,1600.5188817945836,1027.5220777234463,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,3,234.21194438922802
192.26157061504446,-32.3834088792845,30.14080579665448,R410A,cold_storage,2.0989550342528034,7.750393053252108,1.1726114383458395,1.1714050831190266,452.25260274823364,293.6326501851252,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,3,66.29350028368124
234.32114265271014,-13.856312883131508,25.680599222484837,R717,ice_making,4.184945142973312,4.131959335544615,1.176530983688629,0.21019593751687127,376.5186790446677,299.8550442859041,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,2,121.01158995683524
569.2037286633017,1.0758005989948458,31.57994169391544,R717,hvac,5.952980762280992,2.7357818900153057,1.1887617698375552,0.4825952140497494,495.80582103364947,643.4520718410225,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,4,137.7271826314832
426.3212793075901,1.9252305375312488,45.8337470739947,R717,blast_freezing,3.924396834224767,3.9517104991673335,1.1474761903116484,0.40536324751955044,404.25902189927245,545.6612935011025,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,144.95118386154127
23.04707434060742,-6.514374177925447,29.826446308593315,R717,hvac,4.747734437531569,3.4725405328950583,1.1333722337713528,0.02001591987829276,27.056151545574846,27.64844917291999,BITZER-4CC-9.2Y,reciprocating,48,25.0,8.0,BAC-VXC-116,evaporative,105.0,3,7.612709303655522
542.4864062316722,-32.154502577180864,39.769390645598364,R717,process_cooling,1.847650190677371,14.385137853940424,1.138008647761577,0.5194042605177518,2037.0426865434006,846.1512087954334,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,4,137.25276434856684
494.7263216898128,-30.48399392747993,47.59588465082861,R717,hvac,1.6684908235252647,16.37385897384992,1.1524261244874165,0.4704409251142649,1708.2539312924766,768.0715934543422,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,160.08054617628636
89.61989426367187,-38.321531707130625,45.21506287238136,R410A,blast_freezing,1.2881562500537493,14.531672429379798,1.1065636469862765,0.6560358367118166,323.43324446654015,163.13572001303123,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-180,air_cooled,185.0,3,30.613337315705365
225.84140949011842,-7.765497478302763,36.16959330472412,R410A,blast_freezing,3.5112115992928437,3.561169085709552,1.133236281298839,1.355010668834921,212.9104049353791,296.3848409452041,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,57.671307833603706
282.32265066157186,-1.501040328532028,28.910379534312437,R717,ice_making,5.918597712732076,2.783520930463153,1.1931065429248386,0.24512706441037552,275.9309680815619,329.93608607735393,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,2,141.12389861977377
744.2519512241123,-19.10348601558911,41.63619824091943,R410A,ice_making,2.2003804939804175,6.09306068818432,1.199377542333811,4.710560520740393,1097.3548107841439,1067.1276565113974,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,183.4224777640675
343.7817297110993,4.569835872116755,48.479190266336715,R410A,blast_freezing,3.4687042721798145,3.2112321909859305,1.1111246322795878,2.2941395029772056,242.10979058633512,449.18853599087856,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,87.16744826379625
475.73804487607504,0.9791096808140054,37.569015837052135,R410A,blast_freezing,4.469756894948239,2.7682181980602834,1.1310126584717726,2.7875866455486116,329.4030926834707,583.163763878172,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,238.2738670603287
762.9835960193982,-33.74810211493039,48.21308940152533,R410A,blast_freezing,1.3263965080470852,12.768606874258099,1.1236198918563864,5.560271633913499,2268.2472792850185,1332.0364386848871,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,379.73072834997356
63.7264288214624,-34.509234966359685,35.13004816413146,R717,cold_storage,1.905053980864464,14.20427131791636,1.1801999064592568,0.06050658202212379,265.0596576113615,99.2800942246162,BITZER-6FE-35Y,screw,232,100.0,30.0,BAC-VXC-116,evaporative,105.0,4,16.276284362444372
399.4834332208982,-22.847241284583717,44.19000571749906,R410A,cold_storage,1.8799899678035368,7.4652900959281006,1.1101347169262268,2.6852794457030256,717.5029183359867,614.4671438016503,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,100.27743835970881
652.6194500876654,-14.162094607461004,32.11723449406993,R410A,process_cooling,3.2655102217282304,4.019309925328734,1.1383358374537778,3.890707793481787,760.5680676162241,887.8939939933755,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,339.86871001117055
656.628949040956,-4.5532396150756895,38.28100152510836,R410A,cold_storage,3.6327280802375665,3.3689818010839216,1.1084243688667785,3.8583929142709352,545.08261964697,825.2914673604498,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,161.78693395852355
677.2948012141014,-0.7689087131251355,38.57877900687265,R410A,blast_freezing,4.06593950002845,3.000208411445388,1.1873443710344909,4.05580754052573,506.7828479460666,851.7607287344181,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,341.81296396402274
475.72787485218873,-8.80007707038477,37.009638185800505,R717,blast_freezing,3.591433361454787,4.685665880373813,1.138577838924453,0.4318411388294631,636.0687485279891,609.1469164516044,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,238.2383000630583
621.2019192587835,-32.46262913438813,43.215341963594156,R410A,blast_freezing,1.5386847156998478,10.75006876335204,1.1967016695697148,4.215451286830884,1632.6723189635618,1019.860543179022,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,154.533154533755
21.10587716467048,-12.473146319506665,25.982719006216197,R717,cold_storage,4.345833190737771,3.9361244211040933,1.1314818668227593,0.018477790559275387,31.348237222483988,26.1801138096949,BITZER-4CC-9.2Y,reciprocating,48,25.0,8.0,BAC-VXC-116,evaporative,105.0,3,7.094273456978963
483.2374277502962,6.433867599437129,42.01487471945402,R717,cold_storage,5.090765746799088,3.0282594589043743,1.121542236644942,0.44024105705865463,376.09313400083283,577.5713397617837,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,241.3719813750322
671.2947927230522,8.511794379471418,40.95907563960498,R717,hvac,5.693107528587421,2.7341826512844696,1.1704042744134167,0.6114414711898206,487.2025747903646,793.5226855133474,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,224.98816659304376
557.7819296476129,0.29123988473494933,36.01015978033563,R410A,cold_storage,4.610705986796208,2.722279365842939,1.1241744819847679,3.1471226518897963,380.1248964188333,664.344660569292,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,136.4845133122009
441.6063784177916,7.339667033972638,47.46964026867623,R717,blast_freezing,4.440660733257529,3.3957612203325525,1.1752587891632376,0.4154302304144539,344.24032395987365,544.8346787050838,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,148.23113603667312
743.3273320222396,-15.5534935373602,45.560172355974075,R717,blast_freezing,2.4549624598752073,7.842711340387337,1.1605190314624991,0.6904650823569181,1323.2294880359054,1022.6691175047656,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,3,242.2230170376043
412.99092869710705,7.404581807661472,32.743579509430774,R410A,ice_making,7.032471269200994,2.0122830775977887,1.1305543792521688,2.3140475875049713,223.67238416275163,479.5425717811316,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,209.92103459742717
469.11054159502896,2.9351941867443543,40.56374420743453,R410A,blast_freezing,4.30530357423955,2.8007002407928105,1.1166463422191089,2.851524584957522,316.7469672154839,584.1266703385089,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,3,158.00808922780016
73.8658699031631,-32.53639773794911,41.86002902623316,R410A,cold_storage,1.586186267951869,10.439420468300298,1.1297915357093247,0.4868751177445099,189.1295196063288,118.34988723278204,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-120,air_cooled,125.0,4,18.14689145447361
535.1981860643788,-26.74868174916704,32.64871041378333,R410A,cold_storage,2.2767507588530713,6.557557526212139,1.1877023144965262,3.2410967788473886,1003.3216767614226,784.5593539657926,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,2,272.56362109337175
647.5405283816211,9.245834331351176,42.49621437206838,R410A,cold_storage,5.032555411872732,2.4213041464094363,1.1529353774550102,3.882255185650238,354.65953661206834,766.1660348875228,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,3,213.05360454032962
201.8896411491944,6.456090063214802,28.665312861002782,R410A,cold_storage,8.190978193407618,1.8649827759127704,1.1769289069942077,1.0702159367493131,106.51719597233277,225.8806672187294,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,50.326080112670994
58.159897581108346,-32.98648596222864,38.43627188450045,R717,hvac,1.8571247371497361,14.446985940069652,1.1438610296980414,0.054999254659211884,224.23613941141608,89.88173107302813,BITZER-4NES-20Y,screw,134,50.0,15.0,BAC-VXC-116,evaporative,105.0,3,19.47430856193342
42.55898855811547,-23.049979999128066,44.53970907594069,R410A,ice_making,1.8544577601202108,7.5865834137381,1.1191611955821088,0.2810466046354718,75.66346963812099,64.29700331794024,COPELAND-ZP61K5E,screw,61,55.0,18.5,GUNTNER-GACV-060,air_cooled,65.0,4,10.442970852580402
465.69690843798554,-15.635258644219906,40.258514860647665,R410A,ice_making,2.495950958400368,5.187789225461223,1.1126153066298543,2.9554865450978203,608.3697006454727,661.3276238469388,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,118.03950743295638
772.5332339194067,-7.365960842103483,42.26491301391327,R717,hvac,3.279401119355263,5.120584965487336,1.1126312154980105,0.7288550408558228,1017.0570328980168,1026.6279282572032,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,2,393.3640108963751
149.90495753348398,-27.05412774894897,34.86833420328849,R717,process_cooling,2.2973113651300783,9.780277291502175,1.189406647564158,0.1328285755756572,413.2981470922044,207.54006811439407,BITZER-S6H-25.2,screw,418,190.0,55.0,BAC-VXC-292,evaporative,250.0,4,36.14946424541401
282.98614669161134,-30.392934965176657,47.70435128454106,R410A,process_cooling,1.4469867599844528,10.959858434789822,1.17228364796635,2.0991830010224786,748.7327505324267,494.1523395350131,COPELAND-ZP91K5E,screw,91,80.0,27.0,GUNTNER-GACV-240,air_cooled,250.0,4,73.05228459093183
707.0636432799915,-30.29214436184853,31.005364886760205,R717,hvac,2.291267168260573,10.211779497819835,1.1809272929452153,0.6552141404030145,2358.4274524465773,1037.5831166691573,BITZER-CSH9563-160,screw,1417,500.0,135.0,BAC-VXC-584,evaporative,565.0,4,180.58243284621892
259.84233094535665,-29.398349332968536,30.577196063831174,R717,hvac,2.3652237294176213,9.654671354287313,1.1595236741875747,0.23358357143202596,807.2893615836825,367.51799047388135,BITZER-CSH8561-90,screw,856,300.0,82.5,BAC-VXC-438,evaporative,425.0,3,86.10247460002074
